Unnamed: 0,letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgeycor,yedge,yedgexcor
707,R,7,11,10,8,10,5,8,3,5,6,5,10,9,9,8,7
644,P,4,10,6,8,6,5,10,5,5,10,8,3,1,10,5,6
387,A,5,11,7,8,7,8,7,7,4,7,6,9,4,8,8,3
1883,B,4,8,6,7,7,8,8,6,6,7,6,6,2,8,6,10
56,P,4,6,5,4,3,5,11,5,4,11,8,3,0,10,4,6
348,P,2,1,2,1,1,5,10,7,2,9,6,4,1,9,3,9
1754,A,4,9,8,7,5,11,3,1,2,8,3,9,6,5,3,8
806,R,2,4,4,3,3,7,8,4,3,9,5,8,2,6,3,10
615,P,4,9,6,7,4,7,10,4,6,12,5,3,1,10,5,8
1560,A,2,4,4,4,2,7,2,2,2,6,2,8,2,7,2,7
362,A,3,5,6,4,2,10,2,2,3,8,1,9,4,6,2,9
257,R,3,2,4,3,3,7,7,5,6,6,4,6,3,7,4,8
324,B,6,10,8,8,7,9,8,2,7,10,4,7,4,7,5,10
1621,R,2,1,2,2,3,7,8,5,5,6,4,8,2,7,4,8
911,P,7,9,9,7,5,7,12,8,3,10,5,3,2,12,5,8
443,P,6,9,5,5,3,6,11,6,2,11,5,4,4,10,4,8
1330,B,6,10,9,8,9,8,7,6,5,9,7,6,6,10,9,10
435,B,8,11,5,6,4,10,6,6,6,11,4,9,6,6,6,10
514,A,3,8,5,6,3,11,3,2,2,8,2,9,2,5,3,9
619,B,2,1,3,2,2,8,7,5,6,7,6,5,2,8,6,9
931,P,4,11,5,8,4,4,11,4,6,11,10,3,0,10,4,6
555,R,3,6,5,4,3,6,8,5,5,6,4,8,3,6,4,7
124,B,3,3,5,4,3,6,8,8,7,7,5,6,3,8,9,10
1110,B,6,9,8,7,6,10,6,3,7,10,3,8,6,8,7,11
796,B,4,10,5,7,5,8,7,6,7,6,6,7,2,8,7,10
320,A,4,10,7,8,5,12,3,2,1,9,2,9,2,6,2,8
38,P,4,8,5,6,4,4,11,4,6,11,9,5,0,10,3,7
720,P,4,8,4,5,2,4,14,8,1,11,6,3,0,10,4,8
427,R,3,4,5,3,3,8,7,3,5,10,4,7,2,7,4,10
546,A,3,7,5,5,2,10,2,2,2,9,2,8,2,6,4,8
1541,R,1,1,3,2,2,7,7,5,5,7,5,6,5,7,3,8
990,P,4,7,5,5,4,6,9,6,5,9,7,4,2,10,4,7
1106,A,4,8,6,7,6,10,8,2,4,6,7,7,5,8,5,5
797,A,3,7,5,5,3,8,2,2,2,7,1,8,2,7,3,8
494,P,7,12,6,6,3,8,9,7,5,14,4,4,4,10,4,7
624,B,4,7,4,5,3,6,7,8,7,7,6,7,2,9,9,10
1128,B,7,11,7,6,5,9,6,3,5,10,5,7,7,7,7,8
759,B,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8
1190,P,4,8,5,6,3,7,10,4,4,12,5,3,1,10,2,8
283,R,5,5,6,8,3,6,11,9,4,7,3,8,3,7,6,11
271,B,3,8,5,6,4,8,7,7,6,7,6,6,1,8,7,10
1125,A,1,0,3,0,1,7,3,2,0,7,2,8,1,6,1,8
2069,P,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8
640,A,7,14,6,8,4,12,2,3,2,12,4,11,4,4,4,10
1133,B,4,6,5,4,6,9,7,4,4,6,7,7,6,9,7,7
1512,B,4,8,6,6,6,9,6,4,6,10,4,7,3,8,5,10
55,R,2,3,3,2,2,8,9,3,5,9,3,7,2,7,3,11
368,B,6,10,6,7,5,6,5,9,7,6,6,6,2,8,10,10
511,B,5,11,5,8,4,6,8,10,7,7,5,7,3,8,9,10
229,R,2,9,4,7,4,6,9,8,3,7,5,8,2,7,5,11
1285,B,7,11,9,8,7,8,6,4,7,10,5,6,3,8,6,10
2140,P,4,6,5,4,4,7,9,3,6,8,8,4,1,10,4,7
1156,B,2,1,4,3,4,8,7,6,6,7,6,5,2,8,6,10
662,A,4,9,6,8,6,9,7,4,6,6,9,5,5,11,4,4
176,A,3,2,5,5,2,6,4,4,1,6,1,8,3,7,2,7
61,R,3,5,5,4,4,8,7,4,5,9,4,7,3,7,4,10
596,P,5,11,5,8,4,3,13,7,1,11,6,3,0,10,3,8
816,R,4,7,4,4,2,5,11,8,3,7,4,8,2,7,6,11
1669,A,3,7,5,5,2,7,5,3,0,6,1,8,2,7,2,7
1634,R,6,9,6,4,4,5,8,3,5,7,4,10,4,6,6,6
194,A,2,4,4,2,2,11,2,4,2,10,2,10,2,5,2,9
903,P,0,3,3,1,1,7,9,4,3,11,5,4,1,9,1,8
606,R,4,8,5,6,5,9,7,2,5,10,3,6,3,6,4,10
1950,R,3,9,4,6,4,6,8,8,4,7,5,8,2,7,5,11
197,A,2,4,3,4,1,11,3,2,2,9,2,9,1,6,2,8
1834,R,3,6,4,4,5,6,8,8,4,7,6,8,2,8,5,11
210,R,3,4,4,5,2,6,10,9,4,7,4,8,2,6,5,9
657,B,3,7,5,5,5,8,6,5,6,6,6,6,2,8,5,10
1767,B,2,3,4,2,2,9,7,1,5,10,5,6,2,8,4,9
1192,B,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10
388,B,1,0,1,0,1,7,7,6,4,6,6,7,1,8,5,9
1472,A,5,11,8,7,4,8,2,2,3,6,2,8,5,7,6,8
264,B,2,3,3,2,2,8,7,2,5,11,5,6,2,7,4,9
868,R,3,8,4,4,2,5,10,9,5,7,4,8,3,6,6,11
335,A,2,7,4,4,2,7,6,3,0,7,0,8,2,7,1,7
2,P,7,10,7,6,4,7,10,3,6,13,5,4,3,11,5,6
622,R,7,11,9,8,6,9,8,4,7,9,3,7,3,6,5,11
1579,R,2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10
1575,A,3,8,5,5,2,10,5,3,1,8,1,9,2,7,2,9
551,R,2,3,5,2,2,8,7,4,4,9,4,6,2,7,3,9
811,A,2,4,3,2,1,9,2,2,3,8,2,8,2,6,2,7
962,A,5,7,7,6,5,9,8,3,4,7,8,8,5,5,5,4
8,R,3,6,4,4,3,9,7,3,5,10,4,8,2,7,3,11
2056,P,10,15,9,8,6,7,10,4,6,14,5,3,4,9,7,5
1580,A,1,4,2,1,1,9,4,1,2,8,3,9,1,6,2,8
285,A,3,11,6,8,3,11,2,3,3,10,1,9,3,7,3,8
1234,B,3,9,6,7,4,8,7,3,7,6,6,5,6,8,5,9
974,P,5,4,6,6,2,4,13,8,2,10,6,3,1,10,3,7
2011,R,2,8,3,6,2,5,11,8,4,7,4,9,2,7,6,11
1723,B,6,9,9,8,10,7,7,5,4,7,6,8,7,9,8,6
283,R,4,6,6,4,6,8,7,4,4,6,7,8,5,10,7,6
314,P,5,9,7,6,4,9,8,4,6,11,4,5,2,9,4,9
735,B,4,9,6,6,7,9,7,4,3,6,7,7,7,10,7,6
2063,P,3,5,6,4,3,7,10,4,4,12,5,3,1,10,3,7
785,A,7,11,5,6,3,10,0,2,2,10,4,12,3,4,3,8
1620,B,6,9,6,4,5,8,8,4,4,9,6,7,6,7,8,6
1745,P,2,4,2,2,2,5,10,4,4,10,8,4,1,10,3,7
741,B,2,6,3,4,3,7,6,8,5,6,7,8,2,9,7,9
410,R,4,4,4,5,2,5,11,7,4,7,4,8,3,7,6,11
312,A,3,11,7,9,4,11,3,2,3,9,2,9,5,5,3,9
2003,P,4,9,4,6,5,6,9,7,4,9,7,4,2,10,4,7
640,A,3,5,4,8,2,8,5,3,1,7,0,8,2,7,2,8
1711,R,3,3,3,4,2,6,9,9,4,7,5,7,3,7,5,11
766,P,2,3,4,2,2,7,9,3,4,12,5,4,0,10,2,8
422,R,4,10,3,7,5,5,10,7,3,7,3,9,2,6,5,11
370,B,8,14,6,8,5,7,8,5,6,10,6,8,6,6,8,11
1568,A,2,4,4,3,2,8,2,2,1,8,2,9,2,7,2,8
457,R,3,2,4,3,3,6,7,4,6,6,5,7,3,7,5,8
1616,A,6,14,6,8,5,11,3,4,2,11,3,11,5,3,4,11
1796,A,2,5,4,4,2,11,3,3,3,11,2,9,2,6,2,8
1284,P,3,2,3,4,2,6,9,5,5,9,7,3,1,10,4,6
1397,R,6,10,8,8,6,6,7,5,6,6,5,8,3,6,6,9
2013,A,3,7,4,4,2,11,2,3,2,10,1,8,2,6,2,8
641,A,3,2,5,3,2,8,2,2,2,7,1,8,2,7,2,7
95,P,3,7,5,5,3,6,12,4,5,13,5,2,0,9,3,8
1413,B,4,9,5,6,4,7,8,7,4,7,5,6,4,7,6,6
427,A,2,2,4,4,3,8,2,2,2,8,2,8,2,6,3,7
1117,P,4,8,7,6,6,8,10,6,4,10,4,4,3,11,4,9
144,B,3,7,5,6,7,7,7,5,4,7,6,7,6,9,7,7
253,P,2,3,4,2,1,8,11,4,3,10,4,2,0,9,3,8
568,R,4,8,5,6,3,6,10,9,4,7,5,8,3,8,6,11
748,P,4,8,4,4,3,9,8,4,3,11,4,5,4,11,5,7
829,P,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4
216,P,6,11,5,6,3,5,11,5,3,13,6,4,4,11,4,8
570,B,3,7,4,5,4,7,8,7,6,7,5,6,2,8,7,11
394,A,2,9,5,6,4,12,2,2,3,10,2,9,2,6,3,8
659,R,6,11,9,7,7,9,7,4,6,9,3,8,4,5,4,11
166,P,4,7,6,5,3,5,12,6,2,12,4,2,1,10,3,8
3,R,4,9,5,7,4,9,8,4,6,9,3,7,2,7,4,11
2148,A,3,10,7,8,4,14,3,4,3,12,0,8,2,6,2,9
908,B,2,3,3,2,2,9,6,2,6,10,4,7,1,8,4,10
94,R,4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11
676,A,6,8,8,7,7,6,7,3,5,7,8,10,8,11,4,7
1051,P,6,10,6,8,6,4,11,8,3,9,7,5,1,10,3,8
696,R,4,10,4,7,3,5,11,9,4,7,3,9,3,7,6,11
824,A,4,9,6,6,2,10,5,3,2,8,1,9,2,7,2,8
561,B,7,13,7,6,6,10,5,4,5,9,5,8,6,8,8,9
864,R,5,10,8,8,5,9,8,4,6,9,3,7,3,6,5,11
213,A,2,3,3,1,1,8,2,2,1,6,2,7,2,6,1,7
906,A,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7
1252,B,2,4,3,3,2,8,7,3,5,9,7,6,3,8,5,8
1443,B,4,7,6,5,5,7,8,5,5,9,6,6,2,7,6,7
1146,A,4,9,7,7,5,7,2,1,2,5,2,7,4,7,5,7
704,B,4,8,6,5,3,8,8,4,7,10,5,6,2,8,6,10
1453,B,3,2,4,3,2,8,7,5,6,7,6,6,2,8,6,10
645,P,6,6,8,8,9,6,7,5,3,8,7,6,7,13,6,9
1613,A,3,5,5,8,3,7,6,3,1,7,0,8,3,7,1,8
860,P,4,8,6,6,4,3,13,7,2,11,8,4,0,9,3,8
709,A,4,11,6,8,4,12,2,3,3,11,1,9,3,6,3,9
297,B,3,6,5,4,5,8,8,6,6,7,6,6,2,8,6,9
1162,B,7,9,9,9,7,9,7,4,7,10,5,6,2,8,6,10
1338,A,4,9,6,6,2,7,4,3,2,7,1,8,3,7,2,8
428,P,7,10,6,5,4,10,7,4,3,12,4,5,4,11,5,9
115,R,4,6,6,4,4,9,7,3,5,9,3,7,3,7,5,11
458,P,6,11,8,8,5,7,11,6,4,12,5,2,1,11,4,9
8,B,3,7,5,5,5,7,8,7,6,7,5,7,3,7,6,10
1359,P,4,5,5,4,3,5,10,4,5,10,8,3,1,10,3,7
204,A,4,9,6,7,5,7,5,2,3,5,1,6,3,6,5,5
1171,P,11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,7
267,P,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,8
149,A,1,0,2,0,0,8,4,2,0,7,1,8,2,7,1,8
840,A,4,8,5,6,4,11,2,2,2,9,3,9,3,6,3,8
433,P,4,7,5,4,3,6,11,8,2,10,5,2,1,10,4,7
1640,B,1,1,2,2,1,7,7,7,5,6,6,7,2,8,7,8
1698,B,4,6,4,4,3,6,6,8,7,6,6,7,2,8,9,10
844,P,5,11,6,8,4,4,11,10,3,9,6,4,2,10,4,8
698,P,3,4,3,4,2,5,9,4,4,10,8,4,1,11,3,7
576,A,4,7,6,6,4,8,3,2,2,6,1,7,2,6,2,7
1809,R,6,11,6,7,7,6,10,8,3,7,4,8,2,7,5,11
1900,B,4,10,4,8,4,6,6,9,6,5,6,7,2,8,9,11
846,B,7,10,9,8,8,10,6,3,7,10,3,7,5,7,6,11
25,B,4,6,6,4,2,10,7,3,8,11,3,6,1,8,5,10
666,B,4,9,5,7,4,6,9,9,7,7,5,7,2,8,9,10
407,A,4,11,7,9,5,12,3,3,3,10,1,9,3,7,4,9
295,R,6,11,6,8,4,6,10,10,4,7,4,8,3,7,6,10
1479,B,4,9,4,7,4,7,8,10,7,7,6,7,2,8,9,9
339,A,2,3,4,2,1,11,2,2,1,9,2,9,2,6,2,8
1622,P,2,2,2,1,1,5,10,8,3,9,6,5,1,9,3,8
290,B,1,1,2,1,1,7,7,7,5,6,6,7,1,8,7,8
2090,P,3,1,4,2,2,5,10,3,4,10,8,4,1,8,4,7
1696,R,3,4,4,3,3,7,8,4,5,5,5,7,2,6,4,8
95,P,5,8,7,6,4,6,12,7,2,11,5,2,1,10,4,9
280,A,2,5,4,4,2,10,2,2,2,9,2,9,2,6,2,8
338,B,4,11,6,8,8,8,8,6,6,7,6,5,2,8,6,9
68,P,2,3,4,2,3,7,10,2,4,12,4,3,1,10,2,8
510,A,2,7,4,6,2,8,3,2,2,7,1,8,2,6,2,7
1808,A,2,2,4,3,1,7,2,2,2,6,1,8,2,6,2,7
1176,B,2,1,3,1,2,7,7,5,5,7,6,6,1,8,5,9
832,R,6,10,8,8,5,7,9,5,8,5,4,10,5,3,7,9
359,P,4,7,6,10,9,8,8,4,0,8,6,6,5,12,5,7
1747,A,3,6,4,4,3,12,3,2,2,9,2,9,2,6,2,8
444,R,3,8,6,6,6,7,7,3,8,7,6,6,6,8,4,9
68,A,2,7,3,5,2,7,4,2,2,7,1,8,2,6,1,8
2129,R,5,9,7,7,6,7,7,5,7,6,5,7,4,8,6,10
2005,R,4,8,6,6,6,7,9,5,6,8,4,9,4,5,5,10
540,B,1,3,2,2,2,7,7,5,5,7,6,6,2,8,4,10
480,A,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,8
72,A,3,7,5,5,3,11,3,2,2,9,1,9,3,5,2,8
505,B,3,7,4,5,5,7,7,4,6,6,6,5,2,8,6,11
1240,B,3,6,5,4,5,9,7,4,3,6,7,7,5,9,6,7
750,P,5,11,7,8,5,5,12,4,5,11,8,2,1,10,5,5
1321,B,3,9,5,7,5,8,8,5,5,7,5,5,3,8,6,5
191,A,2,7,4,5,3,10,3,1,2,7,3,8,1,5,1,7
1533,B,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9
487,B,4,8,6,6,8,8,7,5,3,7,7,6,6,11,8,9
776,R,3,4,4,3,2,8,7,4,5,8,5,6,2,7,4,11
728,P,1,3,3,1,1,7,10,3,3,12,5,4,1,9,2,9
841,R,3,5,4,4,5,7,8,4,6,6,5,7,3,7,5,8
2081,P,6,10,7,8,7,8,5,7,6,7,6,6,3,9,8,9
1996,P,4,7,7,5,5,5,7,7,4,7,6,8,3,10,7,9
925,B,2,7,3,5,2,6,6,9,7,6,7,7,2,8,8,10
751,B,4,7,5,5,5,7,7,7,6,8,6,7,2,8,6,10
247,A,1,0,2,0,0,7,4,2,0,7,3,8,2,7,1,8
298,P,2,3,3,2,1,7,9,4,3,11,4,3,1,10,2,8
601,P,4,7,6,9,7,6,8,6,2,9,7,6,9,12,7,8
371,P,1,2,3,3,2,5,10,4,4,9,8,4,1,10,3,7
1735,P,5,9,6,6,3,5,12,9,2,9,5,4,1,10,4,8
857,R,8,10,6,6,4,6,8,5,5,9,6,9,8,6,7,11
1201,R,4,7,6,5,4,10,7,3,6,11,2,6,3,7,4,10
336,P,2,3,3,1,1,8,9,4,3,12,4,4,1,9,2,9
729,A,2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8
242,R,10,14,8,8,5,8,8,6,5,9,4,9,7,5,6,11
607,A,2,8,4,6,3,13,3,4,3,10,1,8,2,6,3,9
909,B,2,3,3,1,2,7,7,4,5,7,6,6,1,8,5,10
686,P,3,6,4,4,2,9,9,3,4,13,4,3,1,10,3,9
608,R,5,9,6,8,6,5,8,6,6,6,4,10,4,6,6,10
14,A,4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,6
2121,B,4,8,6,6,5,7,8,5,6,10,6,6,3,8,7,8
269,P,2,3,3,3,2,5,10,2,4,10,8,4,0,8,3,7
956,R,7,11,8,8,9,8,6,7,5,8,6,8,8,8,6,12
1322,A,0,1,2,1,1,7,4,2,1,7,1,8,2,6,1,7
43,R,4,9,5,6,5,9,6,4,5,9,4,8,3,7,4,11
1293,P,4,7,5,5,4,8,9,4,4,11,5,5,3,10,3,7
531,R,5,8,4,5,3,5,11,9,3,7,3,8,3,7,6,11
379,A,4,8,6,8,6,7,8,2,5,7,7,8,8,6,4,7
189,R,5,9,5,4,5,7,8,4,5,9,4,9,5,7,6,7
621,B,4,2,4,3,4,8,7,5,6,7,6,6,5,8,6,10
258,P,1,0,1,0,0,5,11,6,1,9,6,5,0,9,2,8
1987,R,6,5,7,4,6,7,8,4,3,8,5,8,7,8,6,6
815,R,3,6,5,4,4,6,7,3,3,7,6,9,4,9,7,5
51,R,2,8,4,6,4,5,9,7,5,7,4,9,3,6,5,8
261,A,5,11,8,8,5,8,2,2,3,6,1,7,3,7,4,7
1929,B,2,3,3,3,2,8,7,3,6,10,5,7,2,8,4,9
927,P,6,9,6,6,3,5,10,10,5,8,5,5,2,10,4,8
549,A,4,9,7,7,4,9,4,2,3,6,1,7,2,6,2,7
1760,A,1,0,2,0,1,8,3,2,0,7,2,9,2,6,2,8
42,P,3,8,5,6,4,7,9,8,4,8,6,3,3,10,4,6
703,A,3,9,5,7,3,11,4,2,2,8,2,9,3,5,3,8
275,B,4,6,6,4,7,8,7,5,2,6,7,8,5,9,9,8
799,B,0,0,1,0,0,6,7,6,4,7,6,8,1,8,5,10
327,A,6,11,5,5,3,9,4,3,3,7,4,11,5,5,5,7
134,P,5,8,6,10,8,9,8,2,3,6,9,6,9,11,7,5
109,P,3,8,4,6,2,4,12,9,2,10,6,4,1,10,4,8
850,P,2,8,3,4,1,4,12,8,2,10,6,3,1,10,3,8
781,P,5,8,8,6,3,7,11,3,7,14,5,2,0,9,3,8
882,P,2,4,4,3,2,8,8,2,5,13,4,4,1,10,2,8
807,P,4,11,5,8,3,4,12,8,2,10,6,4,1,9,4,8
227,R,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10
662,A,2,1,3,2,1,8,2,2,1,7,2,8,2,7,2,7
350,B,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10
843,R,4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10
302,A,6,9,6,5,3,13,0,5,1,12,3,11,2,3,2,10
1382,P,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8
1173,P,6,11,6,8,3,4,13,8,1,10,6,3,1,10,4,8
50,P,8,11,6,6,3,7,10,5,3,12,4,4,5,11,4,8
873,R,4,8,7,6,7,9,7,7,3,8,6,8,6,6,6,11
807,P,2,7,3,4,1,4,11,8,3,10,6,3,1,10,4,8
152,R,5,9,6,7,5,7,9,4,6,6,4,8,4,5,6,9
315,P,8,15,8,9,5,8,9,4,4,12,5,3,5,10,7,6
820,B,4,8,6,6,6,8,7,4,5,9,5,6,3,8,6,9
463,B,8,9,6,5,3,9,7,6,5,10,4,9,6,6,5,10
649,B,3,3,4,3,3,7,7,4,6,6,6,6,5,8,6,10
706,B,4,11,5,9,4,6,5,10,7,6,6,7,2,8,8,10
966,A,3,2,5,3,2,7,2,2,2,8,1,8,2,6,2,7
563,B,1,0,1,1,2,7,7,7,4,5,6,7,1,8,6,9
1664,A,1,3,3,2,1,7,3,2,2,7,2,8,2,6,2,7
968,B,3,3,4,5,3,6,6,8,7,7,6,7,2,8,9,10
367,A,5,12,8,8,5,11,2,3,2,9,2,9,5,7,4,9
1572,R,5,7,6,5,5,9,7,6,3,8,5,6,4,7,7,8
1685,B,2,7,3,5,2,6,7,8,6,7,6,7,2,8,8,9
100,B,3,5,4,4,3,8,7,7,6,5,5,6,2,8,6,10
13,R,3,6,3,4,2,6,9,9,4,7,4,7,2,7,5,10
1345,P,5,11,5,8,3,5,10,10,4,9,6,5,2,10,4,8
1207,A,3,7,5,5,3,11,2,2,2,9,2,9,3,6,4,9
1910,P,3,6,5,9,7,8,13,3,1,9,8,6,4,11,2,7
1919,B,4,8,5,5,5,7,8,5,5,9,8,6,3,6,6,7
1710,R,4,6,6,4,4,9,8,4,6,9,3,6,3,6,4,11
44,B,9,12,8,7,7,10,7,3,6,10,3,6,7,4,8,8
2131,A,4,11,6,8,4,8,2,2,3,6,1,8,2,7,2,7
1659,P,7,10,7,5,3,8,9,5,4,11,4,5,4,9,5,8
2150,B,2,5,5,3,3,8,7,2,6,10,5,7,1,8,4,10
1922,P,4,6,5,9,8,6,6,5,3,7,6,6,9,13,6,10
643,P,3,10,6,7,4,5,9,7,5,9,7,3,2,10,4,7
1009,R,10,15,9,8,5,7,7,5,5,9,5,9,7,4,7,11
2024,A,3,10,5,7,3,11,3,2,2,9,2,10,3,7,3,8
2073,A,4,5,6,9,2,8,4,3,2,7,1,7,3,6,3,8
1191,R,4,9,5,6,3,6,10,9,4,7,4,8,3,8,5,10
1582,A,2,5,4,3,2,9,2,2,1,7,2,9,2,7,3,6
71,P,0,0,1,0,0,5,9,6,1,9,6,6,2,9,2,8
1599,R,6,10,9,7,8,9,8,6,6,8,5,7,5,9,6,12
2015,P,4,6,6,4,4,9,5,8,5,6,5,7,3,7,4,9
630,B,8,11,9,8,9,9,7,4,6,9,5,6,3,8,6,9
1386,B,2,5,4,4,3,8,7,2,6,11,5,7,4,7,6,9
1729,R,7,10,9,8,7,8,8,6,6,9,5,7,4,7,6,12
1703,A,2,3,3,2,1,7,1,2,1,6,2,7,2,7,2,7
1038,A,3,9,6,7,5,7,5,2,3,5,2,6,4,5,5,5
632,R,4,11,6,8,6,8,8,4,6,9,4,8,3,6,5,11
961,A,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6
515,P,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8
310,R,4,3,5,5,3,6,9,10,5,7,6,8,2,8,5,10
1800,B,1,0,1,1,1,7,7,6,4,6,6,7,2,8,6,9
556,A,6,12,6,6,3,14,1,5,2,12,2,10,1,3,2,10
600,A,3,7,5,5,4,8,5,2,3,7,2,6,2,5,3,7
1297,A,5,10,8,8,6,6,5,3,4,4,2,7,6,7,7,4
784,P,6,12,6,6,4,6,10,4,4,12,6,4,2,11,5,6
1254,P,7,10,10,8,7,7,10,4,4,13,5,3,0,10,3,8
449,A,3,8,4,6,3,12,3,2,2,9,1,8,2,6,3,8
244,A,3,8,5,6,3,7,5,3,0,7,2,8,2,7,1,8
1766,A,4,9,7,7,4,12,3,3,2,9,2,9,2,6,2,8
28,R,4,8,7,7,8,9,8,4,4,7,4,8,6,7,6,4
65,R,5,9,7,7,5,10,6,3,6,10,3,7,4,5,5,10
460,A,2,3,4,3,2,7,1,2,2,7,2,8,2,6,3,7
787,R,3,5,5,4,5,7,8,3,3,7,5,7,6,8,5,7
1806,R,3,6,4,4,3,7,7,4,5,6,5,6,3,7,4,8
5,R,2,7,4,4,4,8,6,7,3,8,6,8,4,6,7,8
1016,B,5,11,7,9,7,8,7,7,7,7,6,5,3,8,8,10
637,B,3,6,4,4,4,7,7,4,6,7,6,6,2,8,5,10
162,R,2,3,4,2,2,9,7,2,5,10,3,6,2,7,2,10
851,R,1,0,2,1,1,6,9,7,3,7,5,7,3,7,5,11
154,R,8,11,7,6,5,9,6,3,5,9,3,8,6,9,7,9
33,R,5,9,5,7,5,6,8,8,4,6,5,7,3,8,6,13
669,B,5,11,7,9,9,8,7,5,6,6,6,5,3,8,6,10
824,P,3,4,5,3,2,7,10,3,4,12,4,2,1,10,2,8
176,R,3,0,3,2,3,7,8,5,5,7,5,7,2,6,4,8
713,A,2,3,4,2,2,7,2,1,2,7,2,8,2,7,2,7
2177,B,2,1,2,1,2,7,7,7,5,6,6,7,0,8,7,8
267,P,6,9,8,6,7,6,8,7,4,8,7,9,1,9,7,9
464,A,3,4,5,3,0,9,6,3,1,8,1,8,2,7,1,8
1084,A,3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8
1460,B,4,9,6,6,6,8,7,5,6,9,6,6,3,9,7,8
1970,B,4,6,5,4,4,7,9,5,6,10,6,6,2,8,5,8
2051,P,3,3,5,2,2,8,11,4,3,12,4,2,1,9,2,9
1948,B,4,11,5,7,4,6,8,9,7,7,6,7,2,8,10,10
168,B,3,7,3,5,3,6,7,9,6,7,6,6,2,8,8,11
999,P,2,1,2,1,1,5,11,7,2,9,6,4,0,9,3,8
366,A,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9
1406,P,4,1,3,2,2,5,10,4,4,10,8,4,0,9,4,7
1540,R,4,6,6,4,4,10,7,3,6,11,2,7,3,6,4,10
743,A,1,9,4,6,2,7,4,4,2,6,1,8,2,8,2,8
119,P,6,11,6,8,3,4,13,9,2,10,6,4,1,10,4,8
1184,B,8,10,6,5,5,9,7,4,5,9,4,7,6,7,9,9
443,A,2,7,4,4,2,11,3,3,2,10,2,9,2,7,2,8
397,B,4,7,4,5,3,6,8,7,6,7,6,7,2,8,9,10
916,P,3,9,5,7,5,6,9,4,5,9,8,4,1,10,4,7
1226,A,3,11,6,8,2,9,5,3,1,8,1,8,2,7,2,8
121,B,3,6,4,4,4,8,8,6,6,7,6,6,2,8,7,9
1726,P,5,7,7,5,3,7,11,3,6,14,5,2,0,10,2,8
803,P,3,4,5,6,6,8,9,5,0,8,6,6,5,9,4,8
1291,A,6,9,9,8,8,8,8,4,5,7,7,8,5,8,4,5
196,P,6,8,8,6,4,9,7,4,7,12,4,5,4,8,5,8
693,B,4,10,6,8,7,8,8,4,5,10,5,5,3,8,5,10
2053,P,5,10,7,8,6,7,11,6,3,11,5,3,2,11,3,9
206,A,3,5,5,3,2,8,2,2,2,7,1,8,2,6,2,7
1258,P,6,10,7,8,7,6,8,6,4,8,7,8,5,9,7,10
